1,0.009,no_rotation
2,0.009,no_rotation
3,0.014,no_rotation
4,0.021,no_rotation
5,0.041,no_rotation
6,0.062,no_rotation
7,0.059,no_rotation
8,0.032,no_rotation
9,0.087,no_rotation
10,0.326,no_rotation
11,2.697,no_rotation
12,0.769,no_rotation
13,0.379,no_rotation
14,0.196,no_rotation
15,0.437,no_rotation
16,7.706,no_rotation
17,0.921,no_rotation
18,14.092,no_rotation
19,28.758,no_rotation
20,17.909,no_rotation
21,61.755,no_rotation
22,301,no_rotation
23,25.927,no_rotation
24,8.218,no_rotation
25,301,no_rotation
26,34.836,no_rotation
27,31.999,no_rotation
28,49.465,no_rotation
29,28.447,no_rotation
30,236.458,no_rotation
31,12.269,no_rotation
32,301,no_rotation
33,39.943,no_rotation
34,76.596,no_rotation
35,35.862,no_rotation
36,301,no_rotation
37,301,no_rotation
38,301,no_rotation
39,301,no_rotation
40,301,no_rotation
